"","date","qbtag","time","starting_quad","treat_id","tree_start","treat_fed","g_temp","g_temp_location","air_temp","living_status","dist_center","angle","ground","open_env","Notes","windspeed","weather","page","obs_num","instar","x","y","x_m","y_m","dist_center_m","bearing","ta","card_travel_direction","segment_dist","m_segment_dist","dist_sum","m_dist_sum","release_time"
"336",2017-06-21,31,"11:30","SW","Absence",NA,"Starved",41.9,"sun",28.9,1,64,218,1,0,"",1,"clear",10,13,6,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,307,-52.9999999999999,"NW",2.23390802397229,0.680895165706755,9.32467863997917,2.84216204946565,240
"337",2017-06-21,31,"12:00","SW","Absence",NA,"Starved",38,"sun",26.4,1,64,218,1,0,"",0.5,"clear",10,35,6,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,9.32467863997917,2.84216204946565,270
"338",2017-06-21,31,"12:30","SW","Absence",NA,"Starved",38.5,"sun",30,1,64,218,1,0,"",0.2,"clear",10,53,6,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,9.32467863997917,2.84216204946565,300
"339",2017-06-21,31,"13:00","SW","Absence",NA,"Starved",30.2,"sun",28.7,1,64,218,1,0,"",0,"mostly sunny",11,13,6,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,9.32467863997917,2.84216204946565,330
"340",2017-06-21,32,"7:30","SE","Presence","aspen","Fed",19.9,"sun",20.9,1,102,140,0,NA,"",0,"clear",7,10,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,NA,NA,0,0,0
"341",2017-06-21,32,"8:00","SE","Presence","aspen","Fed",23.6,"sun",25.5,1,102,140,0,NA,"",0,"clear",7,31,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,30
"342",2017-06-21,32,"8:30","SE","Presence","aspen","Fed",25.2,"sun",25.6,1,102,140,0,NA,"",0,"clear",8,1,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,60
"343",2017-06-21,32,"9:00","SE","Presence","aspen","Fed",34.8,"sun",24.2,1,102,140,0,NA,"",1.3,"clear",8,20,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,90
"344",2017-06-21,32,"9:30","SE","Presence","aspen","Fed",33,"sun",24.8,1,102,140,0,NA,"",1.8,"clear",8,39,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,120
"345",2017-06-21,32,"10:00","SE","Presence","aspen","Fed",37.1,"sun",24.9,1,102,140,0,NA,"",2.2,"clear",9,2,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,150
"346",2017-06-21,32,"10:30","SE","Presence","aspen","Fed",32.9,"sun",27.6,1,102,140,0,NA,"",0,"clear",9,22,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,180
"347",2017-06-21,32,"11:00","SE","Presence","aspen","Fed",36.6,"sun",27.8,1,102,140,0,NA,"",0,"clear",9,40,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,210
"348",2017-06-21,32,"11:30","SE","Presence","aspen","Fed",38.6,"sun",25.1,1,102,140,0,NA,"",1.2,"clear",10,9,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,240
"349",2017-06-21,32,"12:00","SE","Presence","aspen","Fed",26,"sun",27.5,1,102,140,0,NA,"",0.5,"clear",10,29,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,270
"350",2017-06-21,32,"12:30","SE","Presence","aspen","Fed",39.6,"sun",31.1,1,102,140,0,NA,"",0,"clear",10,49,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,300
"351",2017-06-21,32,"13:00","SE","Presence","aspen","Fed",51,"sun",28.1,1,102,140,0,NA,"",0.3,"mostly sunny",11,9,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,330
"352",2017-06-21,32,"13:30","SE","Presence","aspen","Fed",42.5,"sun",26.9,1,102,140,0,NA,"",1,"partly sunny",11,24,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,360
"353",2017-06-21,32,"14:00","SE","Presence","aspen","Fed",34,"sun",26.1,1,102,140,0,NA,"",2.9,"mostly sunny",11,38,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"354",2017-06-21,32,"14:00","SE","Presence","aspen","Fed",38.5,"sun",26.8,1,102,140,0,NA,"",1.3,"partly cloudy",11,50,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"355",2017-06-21,32,"15:00","SE","Presence","aspen","Fed",31.4,"sun",30.1,1,102,140,0,NA,"",0,"mostly sunny",12,10,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,450
"356",2017-06-21,32,"15:30","SE","Presence","aspen","Fed",32.1,"sun",29.8,1,102,140,0,NA,"",0,"mostly sunny",12,20,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,480
"357",2017-06-21,32,"16:00","SE","Presence","aspen","Fed",25.3,"sun",26.6,1,102,140,0,NA,"",3.1,"mostly sunny",12,30,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,510
"358",2017-06-21,32,"16:30","SE","Presence","aspen","Fed",43.2,"sun",33.8,1,102,140,0,NA,"",0.1,"mostly sunny",12,40,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,540
"359",2017-06-21,32,"17:00","SE","Presence","aspen","Fed",37.6,"sun",28.8,1,102,140,0,NA,"",0.4,"mostly sunny",12,49,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,570
"360",2017-06-21,33,"7:30","SE","Presence","oak","Starved",16.2,"sun",20.9,1,102,140,0,NA,"",0,"clear",7,8,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,NA,NA,0,0,0
"361",2017-06-21,33,"8:00","SE","Presence","oak","Starved",26.7,"sun",25.5,1,102,140,1,NA,"on ground",0,"clear",7,29,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,30
"362",2017-06-21,33,"8:30","SE","Presence","oak","Starved",15.5,"shade",25.6,1,102,140,1,NA,"on ground",0,"clear",7,49,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,60
"363",2017-06-21,33,"9:00","SE","Presence","oak","Starved",16.2,"shade",24.2,1,102,140,1,NA,"",1.3,"clear",8,18,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,90
"364",2017-06-21,33,"9:30","SE","Presence","oak","Starved",15.7,"shade",24.8,1,102,140,1,NA,"",1.8,"clear",8,37,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,120
"365",2017-06-21,33,"10:00","SE","Presence","oak","Starved",16.4,"shade",24.9,1,102,140,1,NA,"",2.2,"clear",8,56,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,150
"366",2017-06-21,33,"10:30","SE","Presence","oak","Starved",18.1,"sun",27.6,1,102,140,1,NA,"",0,"clear",9,19,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,180
"367",2017-06-21,33,"11:00","SE","Presence","oak","Starved",27.6,"sun",27.8,1,102,140,1,NA,"",0,"clear",9,38,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,210
"368",2017-06-21,33,"11:30","SE","Presence","oak","Starved",17.4,"shade",25.1,1,102,140,1,NA,"",1.2,"clear",10,7,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,240
"369",2017-06-21,33,"12:00","SE","Presence","oak","Starved",20.6,"shade",27.5,1,102,140,1,NA,"",0.5,"clear",10,25,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,270
"370",2017-06-21,33,"12:30","SE","Presence","oak","Starved",19.4,"shade",31.1,1,102,140,1,NA,"",0,"clear",10,47,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,300
"371",2017-06-21,33,"13:00","SE","Presence","oak","Starved",21.8,"shade",28.1,1,102,140,1,NA,"",0.3,"mostly sunny",11,7,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,330
"372",2017-06-21,33,"13:30","SE","Presence","oak","Starved",24.5,"shade",26.9,1,102,140,1,NA,"",1,"partly sunny",11,22,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,360
"373",2017-06-21,33,"14:00","SE","Presence","oak","Starved",23,"shade",26.1,1,102,140,1,NA,"",2.9,"mostly sunny",11,36,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"374",2017-06-21,33,"14:00","SE","Presence","oak","Starved",21,"shade",26.8,1,102,140,1,NA,"",1.3,"partly cloudy",11,48,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"375",2017-06-21,33,"15:00","SE","Presence","oak","Starved",29.4,"sun",30.1,1,102,140,1,NA,"",0,"mostly sunny",12,8,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,450
"376",2017-06-21,33,"15:30","SE","Presence","oak","Starved",28.3,"sun",29.8,1,102,140,1,NA,"",0,"mostly sunny",12,18,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,480
"377",2017-06-21,33,"16:00","SE","Presence","oak","Starved",25.4,"sun",26.6,1,102,140,1,NA,"",3.1,"mostly sunny",12,28,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,510
"378",2017-06-21,33,"16:30","SE","Presence","oak","Starved",25.9,"sun",33.8,1,102,140,1,NA,"",0.1,"mostly sunny",12,38,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,540
"379",2017-06-21,33,"17:00","SE","Presence","oak","Starved",33.7,"sun",28.8,1,102,140,1,NA,"",0.4,"mostly sunny",12,47,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,570
"380",2017-06-21,34,"7:30","SE","Presence","oak","Fed",18,"sun",20.9,1,102,140,0,NA,"",0,"clear",7,9,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,NA,NA,0,0,0
"381",2017-06-21,34,"8:00","SE","Presence","oak","Fed",14.3,"sun",25.5,1,102,140,0,NA,"",0,"clear",7,30,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,30
"382",2017-06-21,34,"8:30","SE","Presence","oak","Fed",13.9,"shade",25.6,1,102,140,0,NA,"",0,"clear",7,50,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,60
"383",2017-06-21,34,"9:00","SE","Presence","oak","Fed",15.8,"sun",24.2,1,102,140,0,NA,"",1.3,"clear",8,19,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,90
"384",2017-06-21,34,"9:30","SE","Presence","oak","Fed",15.8,"shade",24.8,1,102,140,0,NA,"",1.8,"clear",8,38,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,120
"385",2017-06-21,34,"10:00","SE","Presence","oak","Fed",23.8,"shade",24.9,1,102,140,0,NA,"",2.2,"clear",9,1,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,150
"386",2017-06-21,34,"10:30","SE","Presence","oak","Fed",34.3,"sun",27.6,1,102,140,0,NA,"",0,"clear",9,21,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,180
"387",2017-06-21,34,"11:00","SE","Presence","oak","Fed",27.6,"sun",27.8,1,102,140,0,NA,"",0,"clear",9,39,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,210
"388",2017-06-21,34,"11:30","SE","Presence","oak","Fed",20.7,"shade",25.1,1,102,140,0,NA,"",1.2,"clear",10,8,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,240
"389",2017-06-21,34,"12:00","SE","Presence","oak","Fed",25.9,"sun",27.5,1,102,140,0,NA,"",0.5,"clear",10,28,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,270
"390",2017-06-21,34,"12:30","SE","Presence","oak","Fed",37.5,"sun",31.1,1,102,140,0,NA,"",0,"clear",10,48,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,300
"391",2017-06-21,34,"13:00","SE","Presence","oak","Fed",41.3,"sun",28.1,1,102,140,0,NA,"",0.3,"mostly sunny",11,8,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,330
"392",2017-06-21,34,"13:30","SE","Presence","oak","Fed",40.6,"sun",26.9,1,102,140,0,NA,"",1,"partly sunny",11,23,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,360
"393",2017-06-21,34,"14:00","SE","Presence","oak","Fed",32.7,"sun",26.1,1,102,140,0,NA,"",2.9,"mostly sunny",11,37,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"394",2017-06-21,34,"14:00","SE","Presence","oak","Fed",32.2,"sun",26.8,1,102,140,0,NA,"",1.3,"partly cloudy",11,49,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"395",2017-06-21,34,"15:00","SE","Presence","oak","Fed",53.5,"sun",30.1,1,102,140,0,NA,"",0,"mostly sunny",12,9,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,450
"396",2017-06-21,34,"15:30","SE","Presence","oak","Fed",46.7,"sun",29.8,1,102,140,0,NA,"",0,"mostly sunny",12,19,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,480
"397",2017-06-21,34,"16:00","SE","Presence","oak","Fed",30.3,"sun",26.6,1,102,140,0,NA,"",3.1,"mostly sunny",12,29,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,510
"398",2017-06-21,34,"16:30","SE","Presence","oak","Fed",41,"sun",33.8,1,102,140,0,NA,"",0.1,"mostly sunny",12,39,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,540
"399",2017-06-21,34,"17:00","SE","Presence","oak","Fed",44.7,"sun",28.8,1,102,140,0,NA,"",0.4,"mostly sunny",12,48,5,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,570
"400",2017-06-21,35,"7:30","NE","Presence","oak","Fed",26.3,"sun",18.7,1,97,40,0,NA,"",0,"clear",7,4,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,NA,NA,0,0,0
"401",2017-06-21,35,"8:00","NE","Presence","oak","Fed",32.5,"sun",21.9,1,97,40,0,NA,"",0,"clear",7,25,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,30
"402",2017-06-21,35,"8:30","NE","Presence","oak","Fed",34.4,"sun",25.5,1,97,40,0,NA,"",0,"clear",7,45,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,60
"403",2017-06-21,35,"9:00","NE","Presence","oak","Fed",27.7,"sun",26.6,1,97,40,0,NA,"",0,"clear",8,14,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,90
"404",2017-06-21,35,"9:30","NE","Presence","oak","Fed",39.6,"sun",26.4,1,97,40,0,NA,"",0,"clear",8,33,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,120
"405",2017-06-21,35,"10:00","NE","Presence","oak","Fed",45.7,"sun",26,1,97,40,0,NA,"",0,"clear",8,52,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,150
"406",2017-06-21,35,"10:30","NE","Presence","oak","Fed",49.3,"sun",27,1,97,40,0,NA,"",0.3,"clear",9,15,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,180
"407",2017-06-21,35,"11:00","NE","Presence","oak","Fed",35.6,"sun",30,1,97,40,0,NA,"",1.2,"clear",9,34,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,210
"408",2017-06-21,35,"11:30","NE","Presence","oak","Fed",44.4,"sun",22.7,1,97,40,0,NA,"",1,"clear",10,3,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,240
"409",2017-06-21,35,"12:00","NE","Presence","oak","Fed",46.7,"sun",28.7,1,97,40,0,NA,"",1.3,"clear",10,24,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,270
"410",2017-06-21,35,"12:30","NE","Presence","oak","Fed",39.3,"sun",35.2,1,97,40,0,NA,"",0,"clear",10,42,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,300
"411",2017-06-21,35,"13:00","NE","Presence","oak","Fed",47.2,"sun",26.5,1,97,40,0,NA,"",3.7,"mostly sunny",11,2,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,330
"412",2017-06-21,35,"13:30","NE","Presence","oak","Fed",45.9,"sun",26.4,1,97,40,0,NA,"",4,"partly sunny",11,18,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,360
"413",2017-06-21,35,"14:00","NE","Presence","oak","Fed",43.8,"sun",25.8,1,97,40,0,NA,"",5.6,"mostly sunny",11,32,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,390
"414",2017-06-21,35,"14:00","NE","Presence","oak","Fed",29.1,"sun",26.3,1,97,40,0,NA,"",2.2,"partly cloudy",11,45,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,390
"415",2017-06-21,35,"15:00","NE","Presence","oak","Fed",45,"sun",30.4,1,97,40,0,NA,"",0,"mostly sunny",12,6,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,450
"416",2017-06-21,35,"15:30","NE","Presence","oak","Fed",42.7,"sun",29.3,1,97,40,0,NA,"",6,"mostly sunny",12,16,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,480
"417",2017-06-21,35,"16:00","NE","Presence","oak","Fed",35.5,"sun",27.8,1,97,40,0,NA,"",2.6,"mostly sunny",12,26,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,510
"418",2017-06-21,35,"16:30","NE","Presence","oak","Fed",47.6,"sun",33.4,1,97,40,0,NA,"",0.8,"mostly sunny",12,35,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,540
"419",2017-06-21,35,"17:00","NE","Presence","oak","Fed",45.7,"sun",29.9,1,97,40,0,NA,"",0,"mostly sunny",12,44,6,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,0,0,570
"420",2017-06-21,36,"7:30","SE","Presence","oak","Starved",21,"sun",20.9,1,102,140,0,NA,"",0,"clear",7,7,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,NA,NA,0,0,0
"421",2017-06-21,36,"8:00","SE","Presence","oak","Starved",24.1,"sun",25.5,1,102,140,0,NA,"",0,"clear",7,28,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,30
"422",2017-06-21,36,"8:30","SE","Presence","oak","Starved",26.4,"shade",25.6,1,102,140,0,NA,"",0,"clear",7,48,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,60
"423",2017-06-21,36,"9:00","SE","Presence","oak","Starved",28.4,"sun",24.2,1,102,140,0,NA,"",1.3,"clear",8,17,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,90
"424",2017-06-21,36,"9:30","SE","Presence","oak","Starved",27.7,"sun",24.8,1,102,140,0,NA,"",1.8,"clear",8,36,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,120
"425",2017-06-21,36,"10:00","SE","Presence","oak","Starved",33.6,"sun",24.9,1,102,140,0,NA,"",2.2,"clear",8,55,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,150
"426",2017-06-21,36,"10:30","SE","Presence","oak","Starved",40.9,"sun",27.6,1,102,140,0,NA,"",0,"clear",9,18,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,180
"427",2017-06-21,36,"11:00","SE","Presence","oak","Starved",34.3,"sun",27.8,1,102,140,0,NA,"",0,"clear",9,37,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,210
"428",2017-06-21,36,"11:30","SE","Presence","oak","Starved",20,"sun",25.1,1,102,140,0,NA,"",1.2,"clear",10,6,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,240
"429",2017-06-21,36,"12:00","SE","Presence","oak","Starved",20.6,"shade",27.5,1,102,140,0,NA,"",0.5,"clear",10,27,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,270
"430",2017-06-21,36,"12:30","SE","Presence","oak","Starved",21.2,"shade",31.1,1,102,140,0,NA,"",0,"clear",10,46,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,300
"431",2017-06-21,36,"13:00","SE","Presence","oak","Starved",24.2,"shade",28.1,1,102,140,0,NA,"",0.3,"mostly sunny",11,6,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,330
"432",2017-06-21,36,"13:30","SE","Presence","oak","Starved",24.6,"shade",26.9,1,102,140,0,NA,"",1,"partly sunny",11,21,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,360
"433",2017-06-21,36,"14:00","SE","Presence","oak","Starved",30.5,"sun",26.1,1,102,140,0,NA,"",2.9,"mostly sunny",11,35,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"434",2017-06-21,36,"14:00","SE","Presence","oak","Starved",26.2,"sun",26.8,1,102,140,0,NA,"",1.3,"partly cloudy",11,47,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,390
"435",2017-06-21,36,"15:00","SE","Presence","oak","Starved",35.8,"sun",30.1,1,102,140,0,NA,"",0,"mostly sunny",12,7,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,450
"436",2017-06-21,36,"15:30","SE","Presence","oak","Starved",44,"sun",29.8,1,102,140,0,NA,"",0,"mostly sunny",12,17,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,480
"437",2017-06-21,36,"16:00","SE","Presence","oak","Starved",27.1,"sun",26.6,1,102,140,0,NA,"",3.1,"mostly sunny",12,27,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,510
"438",2017-06-21,36,"16:30","SE","Presence","oak","Starved",50.7,"sun",33.8,1,102,140,0,NA,"",0.1,"mostly sunny",12,37,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,540
"439",2017-06-21,36,"17:00","SE","Presence","oak","Starved",31.2,"sun",28.8,1,102,140,0,NA,"",0.4,"mostly sunny",12,46,6,65.564336188027,-78.1365331981358,19.9840096701106,-23.8160153187918,31.0896,NA,NA,NA,0,0,0,0,570
"440",2017-06-21,37,"7:30","NW","Absence",NA,"Fed",16.6,"sun",21.1,1,84,310,1,0,"",0,"clear",7,20,6,-64.3477332219942,53.9941592136693,-19.6131890860638,16.4574197283264,25.6032,NA,NA,NA,NA,NA,0,0,0
"441",2017-06-21,37,"8:00","NW","Absence",NA,"Fed",20.3,"sun",24.9,1,84,320,1,0,"",0.6,"clear",7,40,6,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,45,45,"NE",14.6421647816065,4.46293182543368,14.6421647816065,4.46293182543368,30
"442",2017-06-21,37,"8:30","NW","Absence",NA,"Fed",18.5,"sun",26.6,1,84,318,1,1,"",0,"clear",8,10,6,-56.2069709341441,62.4241653401011,-17.1318847407271,19.0268855956628,25.6032,229,-176,"SW",2.93200428146359,0.893674904990102,17.5741690630701,5.35660673042378,60
